"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs alt","ARs alt Unit","ARs","ARs Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Děti a adolescenti","Děti a adolescenti","2","3","2–3","y","2-3 roky","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Děti a adolescenti","Děti a adolescenti","4","17","4–17","y","4-17 roků","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Nasycené mastné kyseliny (SFA)",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Děti a adolescenti","Děti a adolescenti","2","3","2–3","y","2-3 roky","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Děti a adolescenti","Děti a adolescenti","4","17","4–17","y","4-17 roků","1","1","Chlapci/Dívky",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Trans mastné kyseliny (TFA)",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"ALAP",,,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","ALAP: Co nejnižší",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Protein","Protein","Bílkoviny",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","0","Chlapci",,,,,"NA",,,,"1,12","g/kg tělesné hmotnosti x den","1,31","g/kg tělesné hmotnosti x den","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","AR/PRI musí být vynásobeny referenční tělesnou hmotností pro výpočet hodnot v g/den.",,,"NA",,,,"NA",
"Protein","Protein","Bílkoviny",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","0","1","Dívky",,,,,"NA",,,,"1,12","g/kg tělesné hmotnosti x den","1,31","g/kg tělesné hmotnosti x den","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","AR/PRI musí být vynásobeny referenční tělesnou hmotností pro výpočet hodnot v g/den.",,,"NA",,,,"NA",
"Protein","Protein","Bílkoviny",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","12-17 měsíců","1","0","Chlapci",,,,,"NA",,,,"0,95","g/kg tělesné hmotnosti x den","1,14","g/kg tělesné hmotnosti x den","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","AR/PRI musí být vynásobeny referenční tělesnou hmotností pro výpočet hodnot v g/den.",,,"NA",,,,"NA",
"Protein","Protein","Bílkoviny",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","12-17 měsíců","0","1","Dívky",,,,,"NA",,,,"0,95","g/kg tělesné hmotnosti x den","1,14","g/kg tělesné hmotnosti x den","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","AR/PRI musí být vynásobeny referenční tělesnou hmotností pro výpočet hodnot v g/den.",,,"NA",,,,"NA",
"Protein","Protein","Bílkoviny",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","18-23 měsíců","1","0","Chlapci",,,,,"NA",,,,"0,85","g/kg tělesné hmotnosti x den","1,03","g/kg tělesné hmotnosti x den","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","AR/PRI musí být vynásobeny referenční tělesnou hmotností pro výpočet hodnot v g/den.",,,"NA",,,,"NA",
