"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Fats","Linoleic acid (LA)","Acide linoléique (AL)",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"4","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E% : pourcentage de l'apport énergétique",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Acide linoléique (AL)",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"4","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E% : pourcentage de l'apport énergétique",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Acide linoléique (AL)",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"4","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E% : pourcentage de l'apport énergétique",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Enfants","Enfants","1","1","1","y","1 an","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Enfants","Enfants","2","3","2–3","y","2-3 ans","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Enfants","Enfants","4","17","4–17","y","4-17 ans","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Saturated fatty acids (SFA)","Acides gras saturés (AGS)",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Enfants","Enfants","1","1","1","y","1 an","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Enfants","Enfants","2","3","2–3","y","2-3 ans","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Enfants","Enfants","4","17","4–17","y","4-17 ans","1","1","Garçons/Filles",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Trans-fatty acids (TFA)","Acides gras trans (AGT)",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"AFQP",,"NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","AFQP: aussi faible que possible",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Protein","Protein","Protéines",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","0","Garçons",,,,,"NA",,"1,12","g/kg pc pour jour",,,"1,31","g/kg pc pour jour","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","Les BNM/RNP doivent être multipliés par le poids corporel de référence pour calculer les valeurs en g/jour.",,,"NA",,,,"NA",
"Protein","Protein","Protéines",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","0","1","Filles",,,,,"NA",,"1,12","g/kg pc pour jour",,,"1,31","g/kg pc pour jour","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","Les BNM/RNP doivent être multipliés par le poids corporel de référence pour calculer les valeurs en g/jour.",,,"NA",,,,"NA",
"Protein","Protein","Protéines",,"Enfants","Enfants","1","1","1","y","12-17 mois","1","0","Garçons",,,,,"NA",,"0,95","g/kg pc pour jour",,,"1,14","g/kg pc pour jour","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","Les BNM/RNP doivent être multipliés par le poids corporel de référence pour calculer les valeurs en g/jour.",,,"NA",,,,"NA",
"Protein","Protein","Protéines",,"Enfants","Enfants","1","1","1","y","12-17 mois","0","1","Filles",,,,,"NA",,"0,95","g/kg pc pour jour",,,"1,14","g/kg pc pour jour","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","Les BNM/RNP doivent être multipliés par le poids corporel de référence pour calculer les valeurs en g/jour.",,,"NA",,,,"NA",
"Protein","Protein","Protéines",,"Enfants","Enfants","1","1","1","y","18-23 mois","1","0","Garçons",,,,,"NA",,"0,85","g/kg pc pour jour",,,"1,03","g/kg pc pour jour","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","Les BNM/RNP doivent être multipliés par le poids corporel de référence pour calculer les valeurs en g/jour.",,,"NA",,,,"NA",
"Protein","Protein","Protéines",,"Enfants","Enfants","1","1","1","y","18-23 mois","0","1","Filles",,,,,"NA",,"0,85","g/kg pc pour jour",,,"1,03","g/kg pc pour jour","NA",,,,"Scientific Opinion on Dietary Reference Values for protein",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2557","Les BNM/RNP doivent être multipliés par le poids corporel de référence pour calculer les valeurs en g/jour.",,,"NA",,,,"NA",
