Classification;Name;Translated;Forms;Target population;Target population Description;From Age;To Age;Age range;Age Unit;Age displayed;Male;Female;Sex;SSI;SSI Unit;Additional information related to SSI results;AIs;AIs Unit;ARs;ARs Unit;ARs alt;ARs alt Unit;PRIs;PRIs Unit;RI;RI Unit;YEAR;AUTHOR;Scientific Opinion on DRV;DOI;Scientific Opinion AR/PRI or AI or RI LINK;Additional information related to AR/PRI or AI or RI results;Additional information 2;Criteria used to set DRVs;UL;UL Unit;Scientific Opinion on the Tolerable Upper Intake Level ;Scientific Opinion UL LINK;Additional information related to UL results;Note for the webtool developer
Energy;Energy;Енергија;;Возрасни;Возрасни;40;49;40–49;a;40–49 години PAL=2.0;0;1;Жени;;;;NA;;10,7;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;50;59;50–59;a;50–59 години PAL=1.4;0;1;Жени;;;;NA;;7,5;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;50;59;50–59;a;50–59 години PAL=1.6;0;1;Жени;;;;NA;;8,5;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;50;59;50–59;a;50–59 години PAL=1.8;0;1;Жени;;;;NA;;9,6;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;50;59;50–59;a;50–59 години PAL=2.0;0;1;Жени;;;;NA;;10,7;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;60;69;60–69;a;60–69 години PAL=1.4;0;1;Жени;;;;NA;;6,8;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;60;69;60–69;a;60–69 години PAL=1.6;0;1;Жени;;;;NA;;7,8;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;60;69;60–69;a;60–69 години PAL=1.8;0;1;Жени;;;;NA;;8,8;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;60;69;60–69;a;60–69 години PAL=2.0;0;1;Жени;;;;NA;;9,7;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;70;79;70–79;a;70–79 години PAL=1.4;0;1;Жени;;;;NA;;6,8;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
Energy;Energy;Енергија;;Возрасни;Возрасни;70;79;70–79;a;70–79 години PAL=1.6;0;1;Жени;;;;NA;;7,7;MJ / ден;;;NA;;NA;;;;Scientific Opinion on Dietary Reference Values for energy;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005;"За деца и возрасни лица, АRs за енергија се обезбедени за различни нивоа на физичка активност (PAL). PAL вредностите од 1.4, 1.6, 1.8 и 2.0 одразуваат ниско активен (седентарен), умерено активен, активен и многу активен начин на живот. АRs за енергија се изразува во единици на енергија. 1 МЈ = 238,83 kcal
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal";;;NA;;;;NA;
